高牢怪龙,"
【高牢怪龙】《天山深境索姆阿尔灵峰LV.60》号
抬手是打T，抬尾巴可能是扫尾，也有可能扫一圈(没事不要站屁股后)，侧身单肩下垂是冲刺，双手抱胸是吐火球或喷火(躲开正面)。BOSS血量下降到一定程度后，BOSS会变红(熟了)，抬手横扫一片带旋风，扫尾变大回旋，并附带承疗减低效果，注意躲避关爱奶妈人人有责。"
熔岩蝎,"
【熔岩蝎】《天山深境索姆阿尔灵峰LV.60》号
【飞跃重压】会让场上出现巨大的熔岩地带，被点名的玩家注意尽量站到场边。BOSS读条【呼唤】会召唤小怪，优先打红的，第二次呼唤时会召唤4只小怪，远程DPS可以预读LB直接砸掉小怪。"
卢加特,"
【卢加特】《漂流海域妖歌海LV.61》号
出啥躲啥，记得分摊。"
狱长,"
【狱长】《漂流海域妖歌海LV.61》号
出啥躲啥… 偶尔有些缝隙比较少的技能，不要慌张都是能躲开的。DPS 被抓后立刻远离 BOSS 扯断身上的影子即可。"
罗蕾莱,"
【罗蕾莱】《漂流海域妖歌海LV.61》号
会读条让玩家强制前进或后退，当发现 BOSS 读条时，看清方向，调整面向，避免自己走进蓝圈里即可。"
切网虾蛄,"
【切网虾蛄】《海底宫殿紫水宫LV.63》号
当切网虾蛄盯上某一玩家后，转目标打掉切网虾蛄的脚。出现小怪后优先击杀小怪，头顶蓝色圆球时注意跟其他人分散（DPS 足够的话，可以在蓝色圆球点名伤害出来之前打掉）。"
红玉公主,"
【红玉公主】《海底宫殿紫水宫LV.63》号
当红玉公主读条【诱惑】时，前往 BOSS 四个角落的箱子里变成老朽… 就不会被诱惑了。如果你的箱子被别人抢开了，也可以选择站到箱子和 BOSS 连线末端贴墙 (这样当你被诱惑一段路径之后，正好还会再经过箱子，如果时间合适，你就能够解除诱惑)。BOSS 使用海底火山后，会有大伤害技能追着被点名玩家跑，连吃三下以上必躺。"
紫水妖妃,"
【紫水妖妃】《海底宫殿紫水宫LV.63》号
紫水妖妃下水之后会出现 3 个祸泡，为玩家叠 3 层掉血 BUFF，打掉一个减一层，治疗如果装备不足，可以先尽量保证团队血线。打掉泡泡之后，注意水面的波纹，躲开 BOSS 即将出现的地方 (大概会有半场的范围)。"
加鲁拉,"
【加鲁拉】《试炼行路巴儿达木霸道LV.65》号
整体技能施放速度较快，有大范围的花样 AOE，需要旋转跳跃花样走位躲避。冲锋伤害为距离衰减，如果被冲锋玩家与 BOSS 距离不超过 8 米，可以直接放生。"
巴儿达木巨像,"《试炼行路巴儿达木霸道LV.65》号
【巴儿达木巨像】
真・出啥躲啥，记得踩塔，不能打，不让你用技能… 整个过程分为 3 次试炼，在每次试炼中失败 2 次就会被捆绑 ，全队只要有一个人过关即可。"
胡鹰,"
【胡鹰】《试炼行路巴儿达木霸道LV.65》号
出啥躲啥，大眼睛背对，掉血技能较多，治疗需要集中应对。小怪阶段，BOSS 会出现在场外并向场内冲锋，小怪出现在哪，冲锋就从哪里开始，T 可以提前把小怪拉走，其他人注意躲避。BOSS 第二次上天并落地后，所有人中场 BOSS 身下集合，并集火双翼。"
魔导后卫,"《解放决战多玛王城LV.67》号
【魔导后卫】
出啥躲啥，但是因为各种地板姿势特别多，法系尤其黑魔很容易吃技能 (…"
魔导六轮装甲,"
【魔导六轮装甲】《解放决战多玛王城LV.67》号
集合踩塔并不困难，但因为有电离网导致难度翻番。出现电离网的时候可以移动，建议T 带 BOSS 到相对空白面积最大的场地以应对可能的分摊，出现塔时尽量第一时间踩塔，如果电离网下方的红色感应区域已经出现，宁可炸塔也不要变成弹珠。治疗注意在分摊人数不足或发生炸塔时需要紧急抬血。"
强化格林瓦特,"
【强化格林瓦特】《解放决战多玛王城LV.67》号
BOSS 读条链锯后，T 挪一步离开原位即可躲避。当发现自己成为落点中心的时候，远离人群找个角落，等落点确认后 (大概 4s)，返回人群集合即可。BOSS 扫射是单独点一名玩家直线 AOE，不可回避，尽量不要牵连到其他人即可。"
魔导机车大魔,"
【魔导机车大魔】《巨炮要塞帝国白山堡LV.69》号
当 BOSS 开始冲锋时，打掉炮塔旁边的帝国兵，并趁 BOSS 规划路径时开炮即可 (一炮就行)。"
024号,"
【024号】《巨炮要塞帝国白山堡LV.69》号
开打没多久之后就会出现 3 个巨大的塔，要保证每个塔里至少 1 个人。踩完塔后 BOSS会读条【护盾转换】，身上会多一个 BUFF，显示 BOSS 当前的弱点 (未被充能的属性即是它的弱点)，然后去踩对应颜色的圈再攻击 BOSS 即可，如果属性不对，对 BOSS 的攻击就会被反弹，基本上两下就剩血皮，4 下以上就 GG。"
炼狱炎魔,"
【炼狱炎魔】《巨炮要塞帝国白山堡LV.69》号
基本上是出啥躲啥有啥打啥，但是在战斗中 BOSS 会经过强化，被强化后的 BOSS 打人更疼，技能更难躲，T 的减伤建议留在强化后的死刑上，治疗在 2 次强化之后，就要注意多奶两口防止暴毙，发现 出血DEBUFF 记得及时驱散。"
守卫机蝎,"
【守卫机蝎】《鏖战红莲阿拉米格LV.70》号
出啥躲啥… 追踪圈移动速度非常慢，但确定攻击位置之后攻击速度又很快，如果拿捏不好可以一直移动躲避，如果能掐准时间，可以等差不多位置结算了再出圈即可。"
奥卢斯・玛尔・亚希纳,"
【奥卢斯・玛尔・亚希纳】《鏖战红莲阿拉米格LV.70》号
核心技能会让你灵魂出窍，需要找回身体。碰到激光会被眩晕，而碰到浮游爪会被推远，如果眼看时间不够，也可以调整站位故意被浮游爪推到身体附近。平时由于场地 AOE 较多，新人可能难免吃技能，治疗酌情关照。"
芝诺斯·耶·加尔乌斯,"
【芝诺斯·耶·加尔乌斯】《鏖战红莲阿拉米格LV.70》号
和 BOSS 连线的人靠近 BOSS，并靠向场外或无人的方向引导 BOSS 的扇形 AOE。风断一闪需要靠近风球等待被吹飞，雷切一闪需要远离动画效果范围，妖刀一闪需要 4 个人分散，引导直线 AOE，4 叠加基本上就 GG 了。偶尔会有连线 + 风闪的情况，请保持站在风球与被连线 NPC 之间，靠近风球的位置引导躲避。
打到一定程度后，BOSS 会拔出 3 把妖刀，DPS 请火力全开集火妖刀，打的越快，接下来 AOE 伤害越低。另外打刀的同时，BOSS 还会释放 3 种一闪，注意应对。"
瑞光丸,"
【瑞光丸】《恶党孤城黄金阁LV.70》号
被小怪连线的玩家靠近场边，或与另一只小怪靠近击杀，方便躲避小怪自爆。别的没啥要注意的。"
道顺丸,"
【道顺丸】《恶党孤城黄金阁LV.70》号
出啥躲啥… 地板太过混乱时可以暂停输出，专心躲避。"
保镖,"
【保镖】《恶党孤城黄金阁LV.70》号
打到一半，场外老板就开始撒钱 (乾坤一掷！！)，在 BOSS 的狗捡完钱之前把钱捡完即可完美回避接下来的 AOE 伤害，否则剩的钱越多，AOE 越疼。"
凶豹所闻,"
【凶豹所闻】《修行古刹星导寺LV.70》号
刚开场的时候只有一只，在打到一定程度后第二只才会登场，T 注意及时拉怪。后出现的红豹子会用扇形 AOE，比较麻烦，需要关注。"
凶豹所忆,"
【凶豹所忆】《修行古刹星导寺LV.70》号
刚开场的时候只有一只，在打到一定程度后第二只才会登场，T 注意及时拉怪。后出现的红豹子会用扇形 AOE，比较麻烦，需要关注。"
额部陀,"
【额部陀】《修行古刹星导寺LV.70》号
BOSS 会使用前后双斩和左右双斩，斩前后躲两侧，斩两侧躲前后即可。BOSS 读条预判后，会立刻出现动画效果，3 面护盾，只有一面可以攻击，注意方向 (法系也要注意)。头顶太阳月亮标记时，找同色发光地板即可。"
双豹伊沃恩,"
【双豹伊沃恩】《修行古刹星导寺LV.70》号
被双豹伊沃恩点名的玩家会遭到一次巨大伤害，治疗注意抬血，由于固定点名距离最远的玩家，所以如果有远程 DPS 的话可以适当引导。当 BOSS 与场上斗气连线时，所有玩家去撞球，全部撞掉则 AOE 伤害较小。"
凯尔派,"
【凯尔派】《沉没神殿斯卡拉遗迹LV.70》号
开打后场边会变红， (踩了会有持续掉血和受伤加重 DEBUFF，超过 3 层就会对治疗产生很大的压力)。【鱼雷】是对 T 死刑，注意开启减伤。【水平面上升】全场 AOE，治疗注意抬血，尤其关照之前踩过水 (有 DEBUFF) 的人。
BOSS 会读条 【水力吸引】 或 【水力推行】，所有人吸引远离推行靠近。另外 BOSS 还会点名一个红圈，需要玩家把它放在场边，放下后立刻远离 (身上会扯着个球)，这个球会跟着玩家走 (如果撞上被连线玩家则会持续掉血)。后期会有水力推行 / 吸引 + 点名 / 水球的组合技，场面一度十分混乱，治疗注意准备好速效救心丸抬血。"
旧日灵偶,"
【旧日灵偶】《沉没神殿斯卡拉遗迹LV.70》号
旧日灵偶会释放扇形 AOE 和点名脚下圆形 AOE，对 DPS 不太友好，远程在稍微靠近 BOSS 的地方比较好打。BOSS 隔一段时间会无敌并连线若干个灵偶分身，第一次需要玩家打掉，第二次开始，玩家会被变身为魔石精，技能栏变为放炸弹。需要用炸弹把分身都炸死 (虽然分身会移动，但是炸弹范围也不很小，放到它行进方向稍微靠前一点就没问题，炸弹放下后大约 3s 爆炸)。"
直言不讳 赫罗德里克,"
【直言不讳 赫罗德里克】《沉没神殿斯卡拉遗迹LV.70》号
偏向于动作的 BOSS，屏幕会提示它抬手 / 抬起尾巴 (也有非常明显的动作)，则需要躲开正面 / 背面，否则会上一层受伤加重 DEBUFF。范围衰减攻击除了 T 之外都要去场边躲避，T 开启减伤可以抗得住 (但是请跟治疗提前报备)。当 BOSS 出现抱胸蓄力的动作时，注意躲开 BOSS 正面 (是一个无读条无范围提示的直线 AOE)。然后就是各种环形圆形十字点名，灵性处理 (如果你有一个远程 DPS 站在场边，环形大佬就不要非得去场中央挤人家了)。"
大岳丸,"
【大岳丸】《红玉火山狱之盖LV.70》号
大岳丸有经典技能百吨回转注意远离 BOSS。BOSS 会把自己手中的武器丢到场上，然后点名一名玩家追着他吐岩浆，被点名玩家注意绕场奔跑，不要被呕吐物砸到。另外所有人也要注意远离 BOSS 丢在地上的武器，BOSS 吐完会捡起武器接着打。"
镰鼬,"
【镰鼬】《红玉火山狱之盖LV.70》号
远程也稍微靠近镰鼬站，BOSS 会使用半屏 AOE，如果站的太远可能来不及躲避。BOSS 上天之后注意一边躲避场上的各种风、线一边打小怪，BOSS 会沿着连线的顺序冲刺，务必当心。"
玄武,"
【玄武】《红玉火山狱之盖LV.70》号
基本上是出啥躲啥，有圈分散。特殊的技能是迷潮，场地上的六边形地砖会出现箭头的形状，并且其中一块地砖上有一个水球，水球会按照地砖上的箭头所指的方向前进。观察水球的位置和地砖上的箭头来回避水球的行进路线。在战斗后半段会出现同时要躲避水球和散开、或者同时散开并使用 AOE，治疗如果觉得力不足可以专心抬血。其他出啥躲啥有啥打啥即可。"
浮游炮主板,"
【浮游炮主板】《疯狂战舰无限回廊LV.70》号
亚拉戈神典石超高活动板… 大部分时候是出什么躲什么，不过当魔导浮游炮并列一列的时候，注意要躲到炮筒后面去，此时是没有范围提示的。"
究极战士,"
【究极战士】《疯狂战舰无限回廊LV.70》号
结神兵的试做机体，可以使用 3.x 三斗神的力量进行攻击，平时会有蓄力正面直线 AOE，有读条和非常明显的蓄力绿球。女神的技能是黑白圈，需要被点名黑白圈的人重叠站位。鬼神的技能则是冰焰之纹，看一下自己身上的 BUFF，然后踩颜色相同的圈就可以了。最后是魔神的技能，玩家被点名后移动到场边放点名，点名的球会慢慢变大，注意不要踩到。其他躲好，该分摊的分摊就过了。"
究极神兽,"
【究极神兽】《疯狂战舰无限回廊LV.70》号
当究极神兽抬手时，所有人远离 BOSS，当 BOSS 起立时，所有人到 BOSS 身下躲避。BOSS 会随机点名一名玩家释放 8 方向箭头的波动炮攻击，其他人注意远离这一圈箭头，离得越远越好躲。当 T 身上出现白色向外的箭头时，其他人要注意远离 T (伤害随距离衰减)。最后就是所有技能的组合攻击了，沉着冷静就可以完美回避。"
大天狗,"
【大天狗】《风水灵庙岩燕庙LV.70》号
会召唤全场火球，以场地中心为圆心顺时针 / 逆时针旋转，场地上有一圈发绿的装饰条偏外侧较安全。每撞上一次火球会叠一层易伤，2 层易伤很容易在 AOE 中暴毙，治疗注意选择关爱或放生。另外这个 BOSS 有需要转身背对的时候，看到 BOSS 身上有个大眼睛的话记得转身。"
大太法师,"
【大太法师】《风水灵庙岩燕庙LV.70》号
推荐所有人靠近 BOSS 站位，当 BOSS 抬手时，立刻到反方向躲避。DPS 发现自己身上出现点名时，注意保持移动 (会连续 5 次从地下扎出石柱，只有第一下有范围提示，之后 4 下都没有)。当 BOSS 把场中央砸出一滩水之后，所有人注意尽量在前半场活动，防止扇形 AOE 无处可躲，那一滩水会逐渐扩大，注意不要踩进去了。"
齐天大圣,"
【齐天大圣】《风水灵庙岩燕庙LV.70》号
虽然技能很多很华丽，但核心要处理的机制只有如意大旋风，当 BOSS 读条如意大旋风并伸长金箍棒时，所有人注意观察棒子，若棒子巨长而且带火花闪电，则靠近 BOSS；如果棒子不是特别长并且没有特效，则远离 BOSS。后半场 BOSS 会一分为二并同时使用这个技能，注意找棒子带有电光的大圣身下躲避。如意刚力突是对 T 死刑技能，比较疼，T 注意开好减伤，及时抬血。"
 赫德提特,"
【 赫德提特】《死亡大地终末焦土LV.70》号
场地上的柱子明显就是用来躲的…。水晶针是对 T 大伤害，注意开启减伤。被点名的玩家要躲到柱子后面，全屏 AOE 也要躲到柱子后面；点名所有玩家 (还带个圈的) 注意不要让圈罩上柱子 (会把柱子砸碎)。"
次品无人机,"
【次品无人机】《死亡大地终末焦土LV.70》号
被点名的玩家去场边放毒，当 BOSS 从侧面消失后，站在场地中央观察 BOSS 消失方向飞来的小机器人，有一台冒着烟，头顶没有三道杠的那条跑道就是安全的。如果有人被冲到场边，治疗记得关照一下。另外还会从场地长边落下齿轮，注意不要站在齿轮横穿场地方向的位置上。如果打的比较慢的话，会同时出现双方向的躲避机制 + 火车头小怪，先找轨道再看齿轮，T 拉住火车头，其他人打 BOSS 即可。"
雾龙,"
【雾龙】《死亡大地终末焦土LV.70》号
被蓝色标记点名的玩家会被喷 ，注意尽可能靠场边站，减少留在场地上的冰圈，治疗看到点名特效就应该准备驱散 + 抬血。放射雾是点名任意玩家，并以他为中心放置米字型放射状 AOE，其他玩家应注意观察，提前躲避，看到 AOE 范围再躲就来不及了。BOSS 雾散之后会出现 3 只小怪，同时 BOSS 场中央有 AOE 范围提示，此时攻击 BOSS 就会被冻住，队友转火救助队友。
BOSS 使用浓雾之后会消失，全场被浓雾所覆盖。请开启疾跑沿场边奔跑寻找雾龙，如果找到的话就能立刻看到 AOE 范围提示，如果你跑了半圈还没找到，推荐站到队友对面或者远离场地中央听天由命… 队友被冻住了请记得立刻解救并抬血，否则很容易凉凉。"
泥口花,"
【泥口花】《污染庭园圣茉夏娜植物园LV.70》号
【藤鞭】是对 T 大伤害，注意开启减伤。被点名的玩家找一个没小怪没泥口花地方，等头顶点名消失后离开原地，后面应该会立刻接分摊，请在 BOSS 身后分摊。BOSS 读条 【捕食】 时，会从自己位置扑向小怪，所有人发现读条后应准备向小怪方向移动，BOSS 吃完小怪之后就会转身放 180° 范围的 AOE，因为这个 AOE 是多次判定的，所以请注意在动画结束前都不要提早回去。"
拉哈穆,"
【拉哈穆】《污染庭园圣茉夏娜植物园LV.70》号
核心技能【滑坡】，场地上会出现箭头传送带，读条结束后玩家会被冲向箭头所指方向 (大约半场)，同时场边巨像兵使用 AOE 技能，通常来说只要找到没有巨像兵的传送带，贴场边站就没问题了。【地震】需要先远离后靠近 (远程也可以一直最远距离输出)。【大地摇动】点名 2 名玩家，需要一左一右分开站 (只要不站在同一条直线上就行)。"
枯腐泥妖,"
【枯腐泥妖】《污染庭园圣茉夏娜植物园LV.70》号
整个圆形场地是网格地板，上面有 4 块绿色实底地板。当地面下污泥涌动时，所有人站在绿色实地板上躲避脚下的污泥，当 BOSS 读条污泥并出现点名范围圈时，所有人站在网格地板上 (圆圈部分覆盖绿地板没有关系，人不在绿地板上就行)，让天上掉下来的污泥掉到地板下面去。
BOSS召唤泥丸子小怪，这个小怪会被玩家的任意有初始伤害的技能击飞，需要由玩家把它打到绿色实地板上，不要让下面喷出来的泥，或者上面点名掉下来的泥碰到它，也不要让 BOSS 或者小怪的攻击打到它。它被污泥打中两次就会爆炸，基本是团灭。一定时间后泥丸子会自行炸掉 (比较小的全屏伤害)。"
魔导巨兵三型 B 式,"
【魔导巨兵三型 B 式】《国境战线基姆利特暗区LV.70》号
出啥躲啥，T 注意死刑是正面顺劈，不要带到人了。打到一半，魔导巨兵三型 B 式会回到场地中央读条魔导斩，并出现扇形 AOE 标记和旋转箭头，箭头旋转的方向表示 BOSS 接下来要砍的方向，所有人站到扇形反箭头一边，BOSS 劈下扇形攻击后，会在地面上留下火焰区域，踩上去会有火伤。推荐看到读条魔导斩之后靠近 BOSS，这样就算跑错了也容易纠正。"
普罗米修斯,"
【普罗米修斯】《国境战线基姆利特暗区LV.70》号
所有人开场后接近BOSS站，开始没多久就会有一个超大范围AOE。BOSS潜入地下之后，所有人看场外的岩壁，会有一块岩壁发红发亮，BOSS会从那个方向发射直线AOE，以发亮岩石为正点，向左右两侧回避(激光炮会持续几秒，不要急着回场中)。后半段会有距离衰减AOE+激光炮的组合攻击，优先躲避激光炮。"
安妮亚,"
【安妮亚】《国境战线基姆利特暗区LV.70》号
随便先打哪个都行，出啥躲啥，不能回避的技能请注意互相避让 (不要重叠)。每打掉一个 BOSS 会出一次合体技，场地上会有非常细的黄色亮光线 提示 BOSS 轨迹，贴边躲避会比较安全。最后两个 BOSS 同时登场并读条灭团技，法系 / 物远可以在这里开 LB。"
茱莉亚,"
【茱莉亚】《国境战线基姆利特暗区LV.70》号
随便先打哪个都行，出啥躲啥，不能回避的技能请注意互相避让 (不要重叠)。每打掉一个 BOSS 会出一次合体技，场地上会有非常细的黄色亮光线 提示 BOSS 轨迹，贴边躲避会比较安全。最后两个 BOSS 同时登场并读条灭团技，法系 / 物远可以在这里开 LB。"
得到宽恕的失调,"
【得到宽恕的失调】《遇袭集落水滩村LV.71》号
【铜牛】会在场地上召唤一些光球，光球会使用十字 AOE（第一次安全点是东南场，第二次安全点是 3、9 点，第三次是东南→西北），BOSS 使用的蓝色方形 AOE 是冲锋，后面会接扇形 AOE，远程职业务必注意靠近 BOSS 以便躲避技能。【颈手枷】对当前  大伤害技能，注意开好减伤和回复。"
得到宽恕的泰丝琳,"
【得到宽恕的泰丝琳】《遇袭集落水滩村LV.71》号
【抓挠】：读条技能，对的单体大伤害，注意减伤和回复。【毒舌钩】：读条释放的全屏AOE，请注意回复。【热情鞭笞】：读条对我方角色点名标记1234，BOSS会按照1234的顺序对我方释放直线AOE冲锋，这里直接无脑分散即可安全处理。【驱魔】：读条点名随机角色释放的需要分摊的攻击，同时场地会形成圆形的陷阱区域，请在分摊后远离陷阱。"
斐利亚,"
【斐利亚】《遇袭集落水滩村LV.71》号
【钟摆】是双重距离衰减伤害，T 贴场边放点名，其他人向 T 的反方向贴边躲避，治疗注意回血。BOSS 会随机捆绑一名玩家，并向那名玩家方向释放 AOE，其他人注意迅速转火解救队友，然后离开 AOE 范围（读条时间非常长，有足够的时间救人）。
【左 / 右鞭打】会抬起一侧脚并释放半场 AOE，向另一侧躲避即可，另外这个技能是左右连续施放的（均有读条），要注意。
【激烈捶打】读条时，BOSS 身上会出现箭头，BOSS 会按照箭头方向使用技能并旋转，BOSS 的尾巴和正面都有攻击，脚下有陷阱，因此只有在 BOSS 两侧是安全的。它会旋转使用多次，注意躲避。"
美眼 因克・佐恩,"《水妖幻园多恩美格禁园LV.73》号
【美眼 因克・佐恩】
核心技能【水脉乱打】之后，BOSS 跳回场地中央并砸地板，每砸一次地板，地面上就会出现一些水塘，水塘砸一次会变成小喷泉，第三次就会喷发，所有人注意回避（躲开已经开始冒水的水塘即可避免上天）。余下的出啥躲啥，另外还有分摊技能。"
格里奥勒,"
【格里奥勒】《水妖幻园多恩美格禁园LV.73》号
开场后没多久 BOSS 会读条【召唤养分】，同时场地周围会出现一些不可选中的小怪，连线一段时间之后会给BOSS叠加BUFF,5层后BOSS 就会秒天秒地。需要所有人一人挡住一根线，拦截营养。剩下的出啥躲啥有啥打啥。"
乐圣 因克・佐恩,"
【乐圣 因克・佐恩】《水妖幻园多恩美格禁园LV.73》号
【痛打】对  死刑，【残酷狂想曲】全屏 AOE，附加流血Dot，请注意回复。。【河童歌唱队】读条全屏的河童变化攻击，背对回避。【青蛙歌唱队】读条对前方的扇形蛙变攻击，离开BOSS正面回避。
【 独木桥幻想曲】会把所有玩家击退到场边，并在场地中央出现一个独木桥，掉下去的话会回到起点重来，所有的位移技能都无法使用（会直接掉下去）
【终章】读条释放的狂暴灭团技能，需要集火BOSS手中的乐器打断读条（BOSS光圈外攻击无效！）。
【自身变异幻想曲】之后，会变换形态。【腐蚀咬】BOSS转向随机玩家释放的多段判定扇形AOE，看到BOSS突然转向就请离开它的正面以回避。【触手轰击】没有范围提示的十字AOE，看到触手抬起后就远离触手所在的直线区域回避。"
洛查特尔,"
【洛查特尔】《文明古迹奇坦那神影洞LV.75》号
读条【洛查特尔的骂声】之后，场地北面（出口）的其中一个猩猩石像会发光，会有发光侧的半场 AOE，所有人需要躲避到没发光半场。【赤热化】BOSS 一侧肩膀发红，之后 BOSS 会随机转向并使用半场 AOE（发红那侧），所有人注意躲避。这两个技能同时出现时，必定会有最少 1/8 场是安全的（也有可能是 1/4 或 3/8，看 BOSS 转向），冷静观察躲避即可。"
大脚野蝠,"
【大脚野蝠】《文明古迹奇坦那神影洞LV.75》号
【亚音速】会有多次全场 AOE 附带天上掉石头 AOE，治疗注意回复的同时记得躲好地上的 AOE，最后天上会掉下来两根大钟乳石，BOSS 的【声波】读条会推到这些钟乳石，可以通过观察地上的影子预判石头倒下的方向（柱子与地面的落点会落在阴影的某一个位置，柱子会倒向从落点到阴影中点的连线方向），如果不会看的话往场边躲避是比较安全的。"
艾洛斯,"
【艾洛斯】《文明古迹奇坦那神影洞LV.75》号
被连线的玩家需要远离 BOSS，到线变成光滑的紫色即可（如果距离过近则是带箭头的红色线）。BOSS 使用【吸气 】【 吐息】时，会先把玩家吸引过去，然后沿场地箭头方向击退（防击退技能有效），注意避开场地上的毒潭。
BOSS 读条【信仰宣言】之后，如果是分摊，请在 BOSS 正中央分摊（两侧会有雷 AOE），如果是红圈点名，请分散到 BOSS 两侧躲避（中央会出现火焰 AOE）。"
大犰狳,"
【大犰狳】《避暑离宫马利卡大井LV.77》号
拼音：[qiú] [yú]
【大回旋】和【百吨回转】一样是近身 360 度回转攻击，所有人远离躲避。【重锤碎击】需要先远离（距离衰减 AOE），再靠近（环形 AOE），同时伴有小 AOE，冷静躲避即可。出小怪拉住A掉。"
水陆两用塔罗斯,"
【水陆两用塔罗斯】《避暑离宫马利卡大井LV.77》号
核心技能【钻井】，先远离躲避 AOE，之后场地四周会出现 4 个 AOE 预警圈，这 4 个圈会出现喷泉，紧接着高压全屏击退（防击退有效），需要找喷泉的缝隙躲避，避免被击退到水里。强制排水和 71 本老三机制接近，周身出现旋转箭头，一边使用范围技能一边旋转，躲在 BOSS 身后跟着它转即可安全回避。"
斯托尔戈,"
【斯托尔戈】《避暑离宫马利卡大井LV.77》号
【绞肠】读条全屏AOE，请注意回复。
【异端十字叉】读条释放的以BOSS为中心的十字AOE，没有范围提示，以BOSS面向为12点，四角区域就是安全的。
【碎轮】读条释放的以BOSS为圆心的环形AOE，靠近BOSS回避。
【打桩】读条释放4个圆形AOE，走位回避，AOE区域会生出BOSS的分身。"
得到宽恕的残忍,"
【得到宽恕的残忍】《伪造天界格鲁格火山LV.79》号
【利爪】读条对释放的单体大伤害，请注意减伤和回复。
【流明无限】读条技能，BOSS会转向随机玩家喷射没有范围提示的直线激光，请看到BOSS转向了就迅速远离其正面回避。
【旋风之翼】读条全屏AOE，请注意回复。
【台风之翼】共两种类型的攻击：前两次场地会出现3个风球，风球会对其外侧释放几乎没有范围提示的扇形AOE，请远离风球的正面回避；第三次以及之后BOSS除了释放风球之外还会释放小型旋风，造成没有范围提示的圆形AOE，请在远离风球正面的同时远离这些旋风来回避。"
得到宽恕的无常,"
【得到宽恕的无常】《伪造天界格鲁格火山LV.79》号
BOSS 是个 3x3 的魔方，场地也是 3x3 的魔方，当 BOSS 转完了之后，有脸的格子对应我方场地上就会出现 AOE，需要站在没脸的对应格子上躲避；在后半程除了有脸之外，场地上还会出现 2 个光球，光球会用环形 AOE，靠近光球一定会有安全区，冷静判断吧。审判日是场地上出现光圈，需要有玩家站在里面，直到天上的球落下，否则会发生全场 AOE。"
得到宽恕的猥亵,"
【得到宽恕的猥亵】《伪造天界格鲁格火山LV.79》号
【渐弱神音】，BOSS脚下范围 AOE，请紧贴范围圈躲避，BOSS 强化之后的这个技能在外圈会再多加一层 AOE，安全范围非常小。
【坚信】BOSS周身出现金色纹章，需要躲开 BOSS 正面及金色纹章正面（在两个金圆之间且非正面安全）。
【羽制傀儡】会召唤 4 个傀儡，本体头顶会有金光，同时会复读上述 2 个技能（脚下圆圈 AOE 就靠近 BOSS 脚下的那个圆圈；出现金色纹章则躲开本体正面和金色圆片即可）。
【戒钻相合】是直线轨道炮，先在距离场边最远的球所在的轨道集合等待，旁边轨道炮放出来之后回到旁边轨道即可。"
第一之兽,"
【第一之兽】《末日暗影亚马乌罗提LV.80》号
【毒气吐息】：读条对前方释放的扇形AOE，请走位回避。
【流星群】：读条技能，两种类型。
1.在第一次使用时：BOSS会点名2人释放距离衰减AOE，请被点名者在边缘分散，等落点确定后回中间集合。但不要完全靠边，留出在陨石后边躲人的空间。
2.后续使用时：会在原有基础上新增旋转的圆形AOE，请走位回避，并且在陨石落地后还会点名我方全体释放不可回避的圆形AOE【灾变流星】，请注意分散和回复。
【灾厄流星】：场地上出现的需要回避的红色AOE，请走位回避。
【末日流星】：读条技能，全屏范围的高伤害AOE，请躲在陨石背后回避。
【崩塌】：场外的建筑物会崩塌造成矩形AOE，请前往场地边缘回避。"
终末的指引,"
【终末的指引】《末日暗影亚马乌罗提LV.80》号
【绝叫】：全屏AOE，请注意回复。
【小怪】：战斗不久后BOSS消失，然后出现三波小怪，拉住打掉就完事了。
【爆炸】：消灭所有小怪后，BOSS会回到从场中读条团灭技能【爆炸】，请尽快集火消灭BOSS；注意在成功击杀BOSS后也会强制爆炸，请注意回复。"
至大灾兽,"
【至大灾兽】《末日暗影亚马乌罗提LV.80》号
【暗影毁灭】：读条技能，全屏AOE。
【启示录】：读条释放的大范围直线激光攻击，请来到场地边缘的平台上回避，注意不要前往已经在发光的破碎平台，会坠落至深渊之中死亡。
【灾兽冲锋】：距离衰减AOE，请远离BOSS降低受到的伤害，BOSS身下有死亡宣告效果，不要站在BOSS身下。
【灭亡射线】：两种类型，均为持续判定，中了第一下可以立刻躲开避免后续继续被攻击。
1.人头：BOSS会召唤左右两排人头释放持续判定的直线AOE，请在人头的缝隙中躲避。激光分两次，两次范围必定不重复。
2.本体：BOSS对一名玩家的方向发射【灭亡射线】，请及时远离其攻击范围；注意在这里会追加一个圆形AOE，请走位回避。"
扎戈斧龙一型,"
【扎戈斧龙一型】《异界遗构希尔科斯孪晶塔LV.80》号
【预兆】：读条对释放的大伤害扇形AOE，请走位回避。
【残虐咆哮】：读条全屏AOE，请注意回复。
【绝望冲击】：无读条，BOSS会站起来，并给我方标记1234，BOSS会按照1234的顺序对我方释放直线AOE;这里请大家在分散的同时记得不要让其打倒周围的培养皿，否则会释放出小怪给战斗造成不便。
【XXX突袭】: 点名我方全体释放的大范围圆形AOE，请同样在分散的时候不要误伤培养皿。
【歼灭弹】：读条技能，点名释放需要分摊的伤害两次，同时形成陷阱区域，请迅速集合分摊，同时远离陷阱。"
